avg_goal_diff,avg_goals_scored,country,dir,drawn,goals_received,goals_scored,lost,matches,points,score,team,teamname,won,year,competition
2.0,3.0,brazil,/home/itandroids,0,1,3,0,1,3,,,ITAndroids,1,2013,CBR
-2.0,1.0,brazil,/home/uaisoccer2d,0,3,1,1,1,0,,,UAISoccer2D,0,2013,CBR
2.0,2.0,brazil,/home/itandroids,0,0,6,0,3,9,,,ITAndroids,3,2013,CBR
0.333333333333333,2.33333333333333,brazil,/home/warthog2d,1,6,7,1,3,4,,,Warthog,1,2013,CBR
-0.666666666666667,1.33333333333333,brazil,/home/furgbot,2,6,4,1,3,2,,,Furgbot,0,2013,CBR
-1.66666666666667,0.0,brazil,/home/uaisoccer2d,1,5,0,2,3,1,,,UAISoccer2D,0,2013,CBR
14.6666666666667,14.6666666666667,brazil,/home/ibots,0,0,44,0,3,9,,,iBots,3,2013,CBR
6.0,6.66666666666667,brazil,/home/gpr2d,0,2,20,1,3,6,,,GPR2D_2013,2,2013,CBR
6.0,8.0,brazil,/home/robocap,0,6,24,2,3,3,,,robocap,1,2013,CBR
-26.6666666666667,0.0,brazil,/home/expertinos,0,80,0,3,3,0,,,expertinos,0,2013,CBR
14.6666666666667,15.0,brazil,/home/itandroids,0,1,45,0,3,9,,,ITAndroids,3,2013,CBR
9.33333333333333,11.0,brazil,/home/furgbot,0,5,33,1,3,6,,,Furgbot,2,2013,CBR
2.66666666666667,5.0,brazil,/home/gpr2d,0,7,15,2,3,3,,,GPR2D_2013,1,2013,CBR
-26.6666666666667,0.0,brazil,/home/expertinos,0,80,0,3,3,0,,,expertinos,0,2013,CBR
3.0,3.66666666666667,brazil,/home/warthog2d,0,2,11,0,3,9,,,Warthog,3,2013,CBR
1.66666666666667,3.0,brazil,/home/ibots,0,4,9,1,3,6,,,iBots,2,2013,CBR
-1.33333333333333,0.333333333333333,brazil,/home/uaisoccer2d,1,5,1,2,3,1,,,UAISoccer2D,0,2013,CBR
-3.33333333333333,1.0,brazil,/home/robocap,1,13,3,2,3,1,,,robocap,0,2013,CBR
2.0,2.5,brazil,/home/itandroids,0,1,5,0,2,6,,,ITAndroids,2,2013,CBR
-0.5,1.0,brazil,/home/ibots,1,3,2,1,2,1,,,iBots,0,2013,CBR
-1.5,0.5,brazil,/home/gpr2d,1,4,1,1,2,1,,,GPR2D_2013,0,2013,CBR
3.0,4.0,brazil,/home/uaisoccer2d,0,2,8,0,2,6,,,UAISoccer2D,2,2013,CBR
0.5,2.5,brazil,/home/furgbot,0,4,5,1,2,3,,,Furgbot,1,2013,CBR
-3.5,0.0,brazil,/home/warthog2d,0,7,0,2,2,0,,,Warthog,0,2013,CBR
1.33333333333333,2.0,brazil,/home/uaisoccer2d,1,2,6,0,3,7,,,UAISoccer2D,2,2013,CBR
2.66666666666667,4.0,brazil,/home/itandroids,0,4,12,1,3,6,,,ITAndroids,2,2013,CBR
0.0,2.0,brazil,/home/furgbot,1,6,6,1,3,4,,,Furgbot,1,2013,CBR
-4.0,1.0,brazil,/home/ibots,0,15,3,3,3,0,,,iBots,0,2013,CBR
2.0,5.0,brazil,/home/uaisoccer2d,0,3,5,0,1,3,,,UAISoccer2D,1,2013,CBR
-2.0,3.0,brazil,/home/itandroids,0,5,3,1,1,0,,,ITAndroids,0,2013,CBR
2.0,5.0,brazil,/home/uaisoccer2d,0,3,5,0,1,3,,,UAISoccer2D,1,2013,CBR
-2.0,3.0,brazil,/home/itandroids,0,5,3,1,1,0,,,ITAndroids,0,2013,CBR
4.0,5.0,brazil,/home/expertinos,0,1,5,0,1,3,,,Expertinos,1,2013,CBR
-4.0,1.0,brazil,/home/robocap,0,5,1,1,1,0,,,robocap,0,2013,CBR
2.0,2.0,brazil,/home/warthog2d,0,0,2,0,1,3,,,Warthog,1,2013,CBR
-2.0,0.0,brazil,/home/gpr2d,0,2,0,1,1,0,,,GPR2D_2013,0,2013,CBR
1.0,4.0,brazil,/home/warthog2d,0,3,4,0,1,3,,,Warthog,1,2013,CBR
-1.0,3.0,brazil,/home/expertinos,0,4,3,1,1,0,,,Expertinos,0,2013,CBR
1.0,3.0,brazil,/home/furgbot,0,2,3,0,1,3,,,Furgbot,1,2013,CBR
-1.0,2.0,brazil,/home/ibots,0,3,2,1,1,0,,,iBots,0,2013,CBR
2.0,2.0,brazil,/home/furgbot,0,0,2,0,1,3,,,Furgbot,1,2013,CBR
-2.0,0.0,brazil,/home/warthog2d,0,2,0,1,1,0,,,Warthog,0,2013,CBR
3.0,3.0,brazil,/home/itandroids,0,0,3,0,1,3,,,ITAndroids,1,2013,CBR
-3.0,0.0,brazil,/home/furgbot,0,3,0,1,1,0,,,Furgbot,0,2013,CBR
0.0,0.0,brazil,/home/agent2d,1,0,0,0,1,1,,,HELIOS_base,0,2013,CBR
0.0,0.0,brazil,/home/gpr2d,1,0,0,0,1,1,,,GPR2D_2013,0,2013,CBR
0.0,0.0,brazil,/home/agent2d,1,0,0,0,1,1,,,HELIOS_base,0,2013,CBR
0.0,0.0,brazil,/home/uaisoccer2d,1,0,0,0,1,1,,,UAISoccer2D,0,2013,CBR
3.0,5.0,austria,/home/agent2d,0,4,10,0,2,6,,,HELIOS_base,2,2012,DutchOpens
-0.5,0.5,austria,/home/FCPortugal2D,1,2,1,1,2,1,,,FCPortugal,0,2012,DutchOpens
-2.5,1.5,austria,/home/NADCO_2D,1,8,3,1,2,1,,,NADCO-2D,0,2012,DutchOpens
2.0,3.0,iran,/home/IIIofAFZ,0,1,3,0,1,3,,,iiiOfAFZ_MarliK,1,2012,DutchOpens
-2.0,1.0,australia,/home/Gliders2012,0,3,1,1,1,0,,,Gliders2012,0,2012,DutchOpens
0.0,0.0,australia,/home/Gliders2012,1,0,0,0,1,1,,,Gliders2012,0,2012,DutchOpens
0.0,0.0,portugal,/home/FCPortugal2D,1,0,0,0,1,1,,,FCPortugal,0,2012,DutchOpens
5.0,5.0,australia,/home/Gliders2012,0,0,5,0,1,3,,,Gliders2012,1,2012,DutchOpens
-5.0,0.0,portugal,/home/FCPortugal2D,0,5,0,1,1,0,,,FCPortugal,0,2012,DutchOpens
0.0,0.0,iran,/home/Riton,1,0,0,0,1,1,,,Riton,0,2012,DutchOpens
0.0,0.0,iran,/home/IIIofAFZ,1,0,0,0,1,1,,,iiiOfAFZ_MarliK,0,2012,DutchOpens
0.0,0.0,iran,/home/IIIofAFZ,1,0,0,0,1,1,,,iiiOfAFZ_MarliK,0,2012,DutchOpens
0.0,0.0,iran,/home/Riton,1,0,0,0,1,1,,,Riton,0,2012,DutchOpens
1.0,1.0,iran,/home/IIIofAFZ,0,0,1,0,1,3,,,iiiOfAFZ_MarliK,1,2012,DutchOpens
-1.0,0.0,iran,/home/Riton,0,1,0,1,1,0,,,Riton,0,2012,DutchOpens
2.0,2.0,portugal,/home/FCPortugal2D,0,0,2,0,1,3,,,FCPortugal,1,2012,DutchOpens
-2.0,0.0,iran,/home/Riton,0,2,0,1,1,0,,,Riton,0,2012,DutchOpens
3.75,3.75,australia,/home/Gliders2012,0,0,15,0,4,12,,,Gliders2012,4,2012,DutchOpens
1.0,1.25,iran,/home/IIIofAFZ,1,1,5,1,4,7,,,IIIofAFZ_MarliK,2,2012,DutchOpens
-0.25,0.75,iran,/home/Riton,1,4,3,2,4,4,,,Riton,1,2012,DutchOpens
-0.75,0.0,portugal,/home/FCPortugal2D,3,3,0,1,4,3,,,FCPortugal,0,2012,DutchOpens
-3.75,0.0,iran,/home/NADCO_2D,1,15,0,3,4,1,,,NADCO-2D,0,2012,DutchOpens
4.5,4.75,australia,/home/Gliders2012,0,1,19,0,4,12,,,Gliders2012,4,2012,DutchOpens
0.0,1.0,iran,/home/Riton,0,4,4,1,4,9,,,Riton,3,2012,DutchOpens
0.5,1.5,iran,/home/IIIofAFZ,1,4,6,2,4,4,,,iiiOfAFZ_MarliK,1,2012,DutchOpens
-4.0,0.75,iran,/home/NADCO_2D,0,19,3,3,4,3,,,NADCO-2D,1,2012,DutchOpens
-1.0,0.25,portugal,/home/FCPortugal2D,1,5,1,3,4,1,,,FCPortugal,0,2012,DutchOpens
2.75,3.5,australia,/home/Gliders2012,1,3,14,0,4,10,,,Gliders2012,3,2012,DutchOpens
1.5,1.75,austria,/home/IIIofAFZ,1,1,7,0,4,10,,,IIIofAFZ_MarliK,3,2012,DutchOpens
-2.25,0.25,iran,/home/NADCO_2D,1,10,1,2,4,4,,,NADCO-2D,1,2012,DutchOpens
-0.75,0.5,portugal,/home/FCPortugal2D,0,5,2,3,4,3,,,FCPortugal,1,2012,DutchOpens
-1.25,0.5,austria,/home/Riton,1,7,2,3,4,1,,,Riton,0,2012,DutchOpens
3.0,3.0,brazil,/home/itandroids,0,0,3,0,1,3,,,ITAndroids,1,2014,LARC
-3.0,0.0,brazil,/home/sirsoccer,0,3,0,1,1,0,,,sirsoccer,0,2014,LARC
3.0,5.0,iran,/home/nexus2d,0,2,5,0,1,3,,,Nexus2D,1,2014,LARC
-3.0,2.0,brazil,/home/expertinos,0,5,2,1,1,0,,,Expertinos,0,2014,LARC
6.0,6.5,brazil,/home/itandroids,0,3,39,0,6,18,,,ITAndroids,6,2014,LARC
3.5,5.0,brazil,/home/pmec_allejos2d,0,9,30,2,6,12,,,Allejos,4,2014,LARC
2.0,4.0,brazil,/home/sirsoccer,1,12,24,2,6,10,,,sirsoccer,3,2014,LARC
1.33333333333333,2.33333333333333,brazil,/home/ufsj_2d,1,6,14,2,6,10,,,UFSJ2D,3,2014,LARC
2.66666666666667,5.0,brazil,/home/red_dragons,1,14,30,3,6,7,,,RedDragons,2,2014,LARC
-0.666666666666667,0.666666666666667,brazil,/home/fcp_gpr_2014,1,8,4,4,6,4,,,FCP_GPR_2014,1,2014,LARC
-14.8333333333333,0.0,brazil,/home/zombie_gear,0,89,0,6,6,0,,,Zombie,0,2014,LARC
2.0,7.0,brazil,/home/robotbulls,0,10,14,0,2,6,,,RobotBulls2D,2,2014,LARC
0.0,5.0,brazil,/home/warthog_2d,0,10,10,1,2,3,,,WarthogRobotics,1,2014,LARC
-2.0,2.0,brazil,/home/expertinos,0,8,4,2,2,0,,,Expertinos,0,2014,LARC
3.0,3.0,iran,/home/nexus2d,1,0,9,0,3,7,,,Nexus2D,2,2014,LARC
0.0,0.0,brazil,/home/expertinos,1,0,0,0,1,1,,,Expertinos,0,2014,LARC
-3.0,0.0,brazil,/home/robotbulls,0,3,0,1,1,0,,,RobotBulls2D,0,2014,LARC
-6.0,0.0,brazil,/home/warthog_2d,0,6,0,1,1,0,,,WarthogRobotics,0,2014,LARC
4.4,5.0,brazil,/home/expertinos,0,3,25,0,5,15,,,Expertinos,5,2014,LARC
3.2,5.4,brazil,/home/robotbulls,0,11,27,2,5,9,,,RobotBulls2D,3,2014,LARC
3.6,5.4,brazil,/home/sirsoccer,1,9,27,2,5,7,,,sirsoccer,2,2014,LARC
3.4,5.2,brazil,/home/itandroids,1,9,26,2,5,7,,,ITAndroids,2,2014,LARC
3.6,5.8,brazil,/home/red_dragons,0,11,29,3,5,6,,,RedDragons,2,2014,LARC
-18.2,0.2,brazil,/home/zombie_gear,0,92,1,5,5,0,,,Zombie,0,2014,LARC
4.0,4.2,iran,/home/nexus2d,0,1,21,0,5,15,,,Nexus2D,5,2014,LARC
0.2,2.2,brazil,/home/tropeiros,0,10,11,2,5,9,,,Tropeiros,3,2014,LARC
-0.2,1.0,brazil,/home/fcp_gpr_2014,2,6,5,1,5,8,,,FCP_GPR_2014,2,2014,LARC
0.0,0.8,brazil,/home/ufsj_2d,2,4,4,2,5,5,,,UFSJ2D,1,2014,LARC
-1.6,1.0,brazil,/home/warthog_2d,3,13,5,2,5,3,,,WarthogRobotics,0,2014,LARC
-2.4,0.8,brazil,/home/pmec_allejos2d,1,16,4,4,5,1,,,Allejos,0,2014,LARC
2.71428571428571,3.14285714285714,iran,/home/nexus2d,1,3,22,1,7,16,,,Nexus2D,5,2014,LARC
0.285714285714286,1.28571428571429,brazil,/home/itandroids,1,7,9,2,7,13,,,ITAndroids,4,2014,LARC
0.0,1.85714285714286,brazil,/home/sirsoccer,0,13,13,3,7,12,,,sirsoccer,4,2014,LARC
0.428571428571429,1.85714285714286,brazil,/home/expertinos,2,10,13,2,7,11,,,Expertinos,3,2014,LARC
0.142857142857143,1.28571428571429,brazil,/home/fcp_gpr_2014,1,8,9,3,7,10,,,FCP_GPR_2014,3,2014,LARC
-0.571428571428571,1.0,brazil,/home/ufsj_2d,1,11,7,4,7,7,,,UFSJ2D,2,2014,LARC
-1.85714285714286,1.71428571428571,brazil,/home/tropeiros,0,25,12,5,7,6,,,Tropeiros,2,2014,LARC
-1.14285714285714,0.857142857142857,brazil,/home/robotbulls,2,14,6,4,7,5,,,RobotBulls2D,1,2014,LARC
8.66666666666667,9.66666666666667,brazil,/home/warthog_2d,1,3,29,0,3,7,,,WarthogRobotics,2,2014,LARC
5.66666666666667,7.66666666666667,brazil,/home/pmec_allejos2d,2,6,23,0,3,5,,,Allejos,1,2014,LARC
6.0,8.33333333333333,brazil,/home/red_dragons,1,7,25,1,3,4,,,RedDragons,1,2014,LARC
-20.3333333333333,0.333333333333333,brazil,/home/zombie_gear,0,62,1,3,3,0,,,Zombie,0,2014,LARC
6.0,7.0,brazil,/home/ufsj_2d,0,1,7,0,1,3,,,UFSJ2D,1,2014,LARC
2.0,4.0,brazil,/home/pmec_allejos2d,0,2,4,0,1,3,,,Allejos,1,2014,LARC
2.0,4.0,brazil,/home/warthog_2d,0,2,4,0,1,3,,,WarthogRobotics,1,2014,LARC
-2.0,2.0,brazil,/home/robotbulls,0,4,2,1,1,0,,,RobotBulls2D,0,2014,LARC
-2.0,2.0,brazil,/home/red_dragons,0,4,2,1,1,0,,,RedDragons,0,2014,LARC
-6.0,1.0,brazil,/home/tropeiros,0,7,1,1,1,0,,,Tropeiros,0,2014,LARC
17.0,18.0,brazil,/home/red_dragons,0,1,18,0,1,3,,,RedDragons,1,2014,LARC
2.0,5.0,brazil,/home/warthog_2d,0,3,5,0,1,3,,,WarthogRobotics,1,2014,LARC
2.0,3.0,brazil,/home/expertinos,0,1,3,0,1,3,,,Expertinos,1,2014,LARC
2.0,3.0,brazil,/home/robotbulls,0,1,3,0,1,3,,,RobotBulls2D,1,2014,LARC
1.0,1.0,iran,/home/nexus2d,0,0,1,0,1,3,,,Nexus2D,1,2014,LARC
1.0,1.0,brazil,/home/fcp_gpr_2014,0,0,1,0,1,3,,,FCP_GPR_2014,1,2014,LARC
-1.0,0.0,brazil,/home/ufsj_2d,0,1,0,1,1,0,,,UFSJ2D,0,2014,LARC
-1.0,0.0,brazil,/home/itandroids,0,1,0,1,1,0,,,ITAndroids,0,2014,LARC
-2.0,3.0,brazil,/home/pmec_allejos2d,0,5,3,1,1,0,,,Allejos,0,2014,LARC
-2.0,1.0,brazil,/home/sirsoccer,0,3,1,1,1,0,,,sirsoccer,0,2014,LARC
-2.0,1.0,brazil,/home/tropeiros,0,3,1,1,1,0,,,Tropeiros,0,2014,LARC
-17.0,1.0,brazil,/home/zombie_gear,0,18,1,1,1,0,,,Zombie,0,2014,LARC
5.37142857142857,5.57142857142857,china,/home/lsuamoynq,1,7,195,0,35,103,,,AmoyNQ,34,2010,WorldCup
6.02857142857143,6.11428571428571,germany,/home/brainstormers,0,3,214,1,35,102,,,Brainstormers,34,2010,WorldCup
4.42857142857143,4.57142857142857,iran,/home/hellibash,2,5,160,3,35,92,,,ESKILAS,30,2010,WorldCup
4.22857142857143,4.62857142857143,iran,/home/leakindrops,3,14,162,3,35,90,,,LEAKINDROPS,29,2010,WorldCup
6.28571428571429,6.77142857142857,iran,/home/nemesis,3,17,237,4,35,87,,,NemesisRC09,28,2010,WorldCup
5.02857142857143,5.6,iran,/home/united,3,20,196,5,35,84,,,United2010,27,2010,WorldCup
2.71428571428571,3.42857142857143,iran,/home/robosampad,6,25,120,4,35,81,,,RoboSampad,25,2010,WorldCup
3.34285714285714,4.42857142857143,iran,/home/shahedtech,3,38,155,7,35,78,,,ShahedTech,25,2010,WorldCup
2.77142857142857,3.4,iran,/home/paranoid,7,22,119,5,35,76,,,ParaNoid,23,2010,WorldCup
3.14285714285714,3.6,iran,/home/liongriffins,8,16,126,6,35,71,,,Lion-Griffins,21,2010,WorldCup
1.82857142857143,3.05714285714286,china,/home/hfutengine,2,43,107,10,35,71,,,HfutEngine2010,23,2010,WorldCup
2.42857142857143,3.57142857142857,japan,/home/rione,5,40,125,9,35,68,,,Ri-one,21,2010,WorldCup
1.54285714285714,2.37142857142857,portugal,/home/fcportugal2d,6,29,83,11,35,60,,,FCPortugal,18,2010,WorldCup
1.34285714285714,2.8,iran,/home/fcpars,6,51,98,11,35,60,,,FC_PARS_2010,18,2010,WorldCup
1.31428571428571,2.74285714285714,iran,/home/vanda,6,50,96,12,35,57,,,Vanda2D10,17,2010,WorldCup
1.34285714285714,3.14285714285714,china,/home/apollo2d,5,63,110,13,35,56,,,Apollo,17,2010,WorldCup
0.171428571428571,2.17142857142857,japan,/home/fifty-storms,3,70,76,15,35,54,,,Fifty-Storms,17,2010,WorldCup
0.457142857142857,2.31428571428571,japan,/home/ncl,5,65,81,14,35,53,,,NCL10,16,2010,WorldCup
0.314285714285714,1.85714285714286,iran,/home/ozhan,7,54,65,13,35,52,,,ozhan,15,2010,WorldCup
0.0571428571428571,1.54285714285714,iran,/home/helium,7,52,54,13,35,52,,,HELIUM2010,15,2010,WorldCup
-0.942857142857143,1.42857142857143,japan,/home/opuci,6,83,50,18,35,39,,,opuCI_2D,11,2010,WorldCup
-0.314285714285714,1.25714285714286,austria,/home/kickofftug,7,55,44,18,35,37,,,KickOffTUG,10,2010,WorldCup
0.4,2.02857142857143,iran,/home/unique,3,57,71,21,35,36,,,Unique,11,2010,WorldCup
-0.857142857142857,1.14285714285714,iran,/home/unknown09,8,70,40,18,35,35,,,UnKnown09,9,2010,WorldCup
-0.828571428571429,1.05714285714286,iran,/home/robosina,4,66,37,21,35,34,,,RoboSina,10,2010,WorldCup
-1.28571428571429,1.02857142857143,iran,/home/adro,4,81,36,21,35,34,,,ADRO,10,2010,WorldCup
-1.05714285714286,1.08571428571429,iran,/home/iran,8,75,38,20,35,29,,,Iran,7,2010,WorldCup
-3.37142857142857,0.914285714285714,iran,/home/xenex,1,150,32,27,35,22,,,XeneX,7,2010,WorldCup
-2.82857142857143,0.685714285714286,china,/home/aua,3,123,24,26,35,21,,,AUA,6,2010,WorldCup
-4.34285714285714,1.42857142857143,japan,/home/raic09,2,202,50,27,35,20,,,RaiC10,6,2010,WorldCup
-4.34285714285714,0.228571428571429,iran,/home/fabulous,6,160,8,25,35,18,,,FaBuLoUs,4,2010,WorldCup
-3.28571428571429,0.4,brazil,/home/petsoccer,3,129,14,28,35,15,,,PET_Soccer_2D,4,2010,WorldCup
-4.11428571428571,0.4,iran,/home/gpc,2,158,14,29,35,14,,,GPC,4,2010,WorldCup
-7.4,0.114285714285714,iran,/home/persiangulf2d,1,263,4,32,35,7,,,PersianGulf2d,2,2010,WorldCup
-9.57142857142857,0.314285714285714,brazil,/home/mecateam,2,346,11,32,35,5,,,MecaTeam,1,2010,WorldCup
-10.0,0.114285714285714,brazil,/home/bahia2d,2,354,4,33,35,2,,,Bahia2D,0,2010,WorldCup
19.0,19.0,china,/home/wright,0,0,19,0,1,3,,,WrightEagle,1,2011,WorldCup
10.0,10.0,japan,/home/helios,0,0,10,0,1,3,,,HELIOS2011,1,2011,WorldCup
8.0,8.0,iran,/home/eskilas,0,0,8,0,1,3,,,ESKILAS,1,2011,WorldCup
7.0,7.0,romania,/home/oxsy,0,0,7,0,1,3,,,Oxsy,1,2011,WorldCup
5.0,5.0,china,/home/apollo,0,0,5,0,1,3,,,Apollo,1,2011,WorldCup
4.0,4.0,china,/home/hfut,0,0,4,0,1,3,,,HfutEngine2011,1,2011,WorldCup
2.0,2.0,iran,/home/marlik,0,0,2,0,1,3,,,MarliK,1,2011,WorldCup
1.0,1.0,portugal,/home/portugal,0,0,1,0,1,3,,,FCPortugal,1,2011,WorldCup
-1.0,0.0,japan,/home/raic,0,1,0,1,1,0,,,RaiC2011,0,2011,WorldCup
-2.0,0.0,iran,/home/nadco,0,2,0,1,1,0,,,NADCO-2D,0,2011,WorldCup
-4.0,0.0,japan,/home/rione,0,4,0,1,1,0,,,Ri-one,0,2011,WorldCup
-5.0,0.0,unitedkingdom,/home/edin,0,5,0,1,1,0,,,Edinferno.2D,0,2011,WorldCup
-7.0,0.0,china,/home/aua,0,7,0,1,1,0,,,aua2d,0,2011,WorldCup
-8.0,0.0,germany,/home/daina,0,8,0,1,1,0,,,Dainamite,0,2011,WorldCup
-10.0,0.0,egypt,/home/rmas,0,10,0,1,1,0,,,ArtSapience,0,2011,WorldCup
-19.0,0.0,unitedkingdom,/home/photon,0,19,0,1,1,0,,,Photon,0,2011,WorldCup
1,3,china,/home/wright,0,2,3,0,1,3,,,WrightEagle,1,2011,WorldCup
-1,1,japan,/home/helios,0,3,2,1,1,0,,,HELIOS2011,0,2011,WorldCup
4.0,4.0,china,/home/wright,0,0,4,0,1,3,,,WrightEagle,1,2011,WorldCup
2.0,3.0,japan,/home/helios,0,1,3,0,1,3,,,HELIOS2011,1,2011,WorldCup
-2.0,1.0,iran,/home/marlik,0,3,1,1,1,0,,,MarliK,0,2011,WorldCup
-4.0,0.0,romania,/home/oxsy,0,4,0,1,1,0,,,Oxsy,0,2011,WorldCup
5.0,5.0,japan,/home/helios,0,0,5,0,1,3,,,HELIOS2011,1,2011,WorldCup
-5.0,0.0,iran,/home/marlik,0,5,0,1,1,0,,,MarliK,0,2011,WorldCup
12.0,12.0,iran,/home/nadco,0,0,12,0,1,3,,,NADCO-2D,1,2011,WorldCup
3.0,4.0,unitedkingdom,/home/edin,0,1,4,0,1,3,,,Edinferno.2D,1,2011,WorldCup
2.0,2.0,japan,/home/raic,0,0,2,0,1,3,,,RaiC2011,1,2011,WorldCup
1.0,2.0,china,/home/aua,0,1,2,0,1,3,,,aua2d,1,2011,WorldCup
-1.0,1.0,japan,/home/rione,0,2,1,1,1,0,,,Ri-one,0,2011,WorldCup
-2.0,0.0,egypt,/home/rmas,0,2,0,1,1,0,,,ArtSapience,0,2011,WorldCup
-3.0,1.0,unitedkingdom,/home/photon,0,4,1,1,1,0,,,Photon,0,2011,WorldCup
-12.0,0.0,germany,/home/daina,0,12,0,1,1,0,,,Dainamite,0,2011,WorldCup
5.0,5.0,romania,/home/oxsy,0,0,5,0,1,3,,,Oxsy,1,2011,WorldCup
3.0,3.0,iran,/home/marlik,0,0,3,0,1,3,,,MarliK,1,2011,WorldCup
-3.0,0.0,iran,/home/nadco,0,3,0,1,1,0,,,NADCO-2D,0,2011,WorldCup
-5.0,0.0,iran,/home/eskilas,0,5,0,1,1,0,,,ESKILAS,0,2011,WorldCup
1.0,2.0,iran,/home/marlik,0,1,2,0,1,3,,,MarliK,1,2011,WorldCup
-1.0,1.0,romania,/home/oxsy,0,2,1,1,1,0,,,Oxsy,0,2011,WorldCup
2.0,2.0,iran,/home/nadco,0,0,2,0,1,3,,,NADCO-2D,1,2011,WorldCup
2.0,2.0,iran,/home/eskilas,0,0,2,0,1,3,,,ESKILAS,1,2011,WorldCup
