,analizo_acc_kurtosis,analizo_acc_mean,analizo_acc_mode,analizo_acc_quantile_lower,analizo_acc_quantile_max,analizo_acc_quantile_median,analizo_acc_quantile_min,analizo_acc_quantile_ninety_five,analizo_acc_quantile_upper,analizo_acc_skewness,analizo_acc_standard_deviation,analizo_acc_sum,analizo_acc_variance,analizo_accm_kurtosis,analizo_accm_mean,analizo_accm_mode,analizo_accm_quantile_lower,analizo_accm_quantile_max,analizo_accm_quantile_median,analizo_accm_quantile_min,analizo_accm_quantile_ninety_five,analizo_accm_quantile_upper,analizo_accm_skewness,analizo_accm_standard_deviation,analizo_accm_sum,analizo_accm_variance,analizo_amloc_kurtosis,analizo_amloc_mean,analizo_amloc_mode,analizo_amloc_quantile_lower,analizo_amloc_quantile_max,analizo_amloc_quantile_median,analizo_amloc_quantile_min,analizo_amloc_quantile_ninety_five,analizo_amloc_quantile_upper,analizo_amloc_skewness,analizo_amloc_standard_deviation,analizo_amloc_sum,analizo_amloc_variance,analizo_anpm_kurtosis,analizo_anpm_mean,analizo_anpm_mode,analizo_anpm_quantile_lower,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_quantile_min,analizo_anpm_quantile_ninety_five,analizo_anpm_quantile_upper,analizo_anpm_skewness,analizo_anpm_standard_deviation,analizo_anpm_sum,analizo_anpm_variance,analizo_cbo_kurtosis,analizo_cbo_mean,analizo_cbo_mode,analizo_cbo_quantile_lower,analizo_cbo_quantile_max,analizo_cbo_quantile_median,analizo_cbo_quantile_min,analizo_cbo_quantile_ninety_five,analizo_cbo_quantile_upper,analizo_cbo_skewness,analizo_cbo_standard_deviation,analizo_cbo_sum,analizo_cbo_variance,analizo_change_cost,analizo_dit_kurtosis,analizo_dit_mean,analizo_dit_mode,analizo_dit_quantile_lower,analizo_dit_quantile_max,analizo_dit_quantile_median,analizo_dit_quantile_min,analizo_dit_quantile_ninety_five,analizo_dit_quantile_upper,analizo_dit_skewness,analizo_dit_standard_deviation,analizo_dit_sum,analizo_dit_variance,analizo_lcom4_kurtosis,analizo_lcom4_mean,analizo_lcom4_mode,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_max,analizo_lcom4_quantile_median,analizo_lcom4_quantile_min,analizo_lcom4_quantile_ninety_five,analizo_lcom4_quantile_upper,analizo_lcom4_skewness,analizo_lcom4_standard_deviation,analizo_lcom4_sum,analizo_lcom4_variance,analizo_loc_kurtosis,analizo_loc_mean,analizo_loc_mode,analizo_loc_quantile_lower,analizo_loc_quantile_max,analizo_loc_quantile_median,analizo_loc_quantile_min,analizo_loc_quantile_ninety_five,analizo_loc_quantile_upper,analizo_loc_skewness,analizo_loc_standard_deviation,analizo_loc_sum,analizo_loc_variance,analizo_mmloc_kurtosis,analizo_mmloc_mean,analizo_mmloc_mode,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_max,analizo_mmloc_quantile_median,analizo_mmloc_quantile_min,analizo_mmloc_quantile_ninety_five,analizo_mmloc_quantile_upper,analizo_mmloc_skewness,analizo_mmloc_standard_deviation,analizo_mmloc_sum,analizo_mmloc_variance,analizo_noa_kurtosis,analizo_noa_mean,analizo_noa_mode,analizo_noa_quantile_lower,analizo_noa_quantile_max,analizo_noa_quantile_median,analizo_noa_quantile_min,analizo_noa_quantile_ninety_five,analizo_noa_quantile_upper,analizo_noa_skewness,analizo_noa_standard_deviation,analizo_noa_sum,analizo_noa_variance,analizo_noc_kurtosis,analizo_noc_mean,analizo_noc_mode,analizo_noc_quantile_lower,analizo_noc_quantile_max,analizo_noc_quantile_median,analizo_noc_quantile_min,analizo_noc_quantile_ninety_five,analizo_noc_quantile_upper,analizo_noc_skewness,analizo_noc_standard_deviation,analizo_noc_sum,analizo_noc_variance,analizo_nom_kurtosis,analizo_nom_mean,analizo_nom_mode,analizo_nom_quantile_lower,analizo_nom_quantile_max,analizo_nom_quantile_median,analizo_nom_quantile_min,analizo_nom_quantile_ninety_five,analizo_nom_quantile_upper,analizo_nom_skewness,analizo_nom_standard_deviation,analizo_nom_sum,analizo_nom_variance,analizo_npa_kurtosis,analizo_npa_mean,analizo_npa_mode,analizo_npa_quantile_lower,analizo_npa_quantile_max,analizo_npa_quantile_median,analizo_npa_quantile_min,analizo_npa_quantile_ninety_five,analizo_npa_quantile_upper,analizo_npa_skewness,analizo_npa_standard_deviation,analizo_npa_sum,analizo_npa_variance,analizo_npm_kurtosis,analizo_npm_mean,analizo_npm_mode,analizo_npm_quantile_lower,analizo_npm_quantile_max,analizo_npm_quantile_median,analizo_npm_quantile_min,analizo_npm_quantile_ninety_five,analizo_npm_quantile_upper,analizo_npm_skewness,analizo_npm_standard_deviation,analizo_npm_sum,analizo_npm_variance,analizo_rfc_kurtosis,analizo_rfc_mean,analizo_rfc_mode,analizo_rfc_quantile_lower,analizo_rfc_quantile_max,analizo_rfc_quantile_median,analizo_rfc_quantile_min,analizo_rfc_quantile_ninety_five,analizo_rfc_quantile_upper,analizo_rfc_skewness,analizo_rfc_standard_deviation,analizo_rfc_sum,analizo_rfc_variance,analizo_sc_kurtosis,analizo_sc_mean,analizo_sc_mode,analizo_sc_quantile_lower,analizo_sc_quantile_max,analizo_sc_quantile_median,analizo_sc_quantile_min,analizo_sc_quantile_ninety_five,analizo_sc_quantile_upper,analizo_sc_skewness,analizo_sc_standard_deviation,analizo_sc_sum,analizo_sc_variance,analizo_total_abstract_classes,analizo_total_cof,analizo_total_eloc,analizo_total_loc,analizo_total_methods_per_abstract_class,analizo_total_modules,analizo_total_modules_with_defined_attributes,analizo_total_modules_with_defined_methods,analizo_total_nom,folder,category,agent_type,type
0,79.2968487153,2.24161073826,1.0,0.0,83.0,1.0,0.0,8.0,2.0,7.48953323978,5.72671875102,1336.0,32.7953076533,61.4663450051,2.1768815019099996,1.0,1.0,35.0,1.0,1.0,6.42105263158,2.5,5.83694388992,2.42366774604,1297.42137514,5.8741653431900005,52.6676880185,13.8673699472,1.0,3.625,260.0,7.875,1.0,48.0,18.05,5.23808531409,18.8327084387,8264.95248854,354.670907139,27.588823723,1.23084502615,1.0,0.666666666667,13.0,1.0,0.0,3.0,1.6666666666699999,3.62394496581,1.0839393306799998,733.583635586,1.1749244726,22.6454207829,1.9395973154400004,0.0,0.0,33.0,0.0,0.0,8.0,3.0,3.69599449644,3.44020360531,1156.0,11.835000846,0.05,5.51327265821,1.04026845638,1.0,0.0,6.0,1.0,0.0,3.0,1.0,2.07973013583,1.02656607727,620.0,1.053837911,31.5746993507,2.75503355705,1.0,1.0,31.0,2.0,1.0,7.0,3.0,4.151147190680001,2.5212491566299997,1642.0,6.3566973098,66.559955833,107.26174496600001,1.0,8.0,3473.0,22.0,1.0,501.0,93.0,6.6085640902,249.47370204700002,63928.0,62237.1280131,20.8540460495,39.994966443,1.0,6.0,618.0,13.0,1.0,164.0,44.0,3.8977008349599997,69.0388878955,23837.0,4766.36804185,47.5959891065,6.31208053691,2.0,2.0,110.0,4.0,0.0,19.0,7.0,5.63081762329,9.57447174927,3762.0,91.6705092775,109.775083895,0.307046979866,0.0,0.0,21.0,0.0,0.0,1.0,0.0,9.35251925935,1.52006766915,183.0,2.3106057187999998,29.493509469299998,5.72986577181,2.0,2.0,85.0,3.0,1.0,20.0,7.0,4.24945731924,7.416256092919999,3415.0,55.0008544357,40.5706259969,3.20302013423,0.0,0.0,65.0,1.0,0.0,11.0,4.0,5.16161322566,5.80848908799,1909.0,33.7385454853,18.8932115066,3.23154362416,1.0,1.0,40.0,2.0,0.0,12.0,4.0,3.7772481796199995,4.53632342523,1926.0,20.5782302183,44.584834266,27.0486577181,2.0,4.0,589.0,10.0,1.0,119.0,26.0,5.50421130055,51.4223832003,16121.0,2644.26149399,43.3328611978,6.053691275169999,0.0,0.0,170.0,0.0,0.0,27.0,6.0,5.67259036159,14.9011466413,3608.0,222.04417122599997,29.0,0.0037674130054699997,78826.0,63928.0,6.62068965517,596.0,526.0,596.0,3415.0,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Awesome_Resurrection_21-01-13,Robcup-Other-Leagues,Robot,Robocup
1,29.4841444288,3.0,0.0,0.0,66.0,1.0,0.0,13.0,2.0,4.76859948638,6.6698665232500005,1284.0,44.4871194379,13.052794414000001,2.0231880357,1.0,1.0,13.5,1.0,1.0,5.57142857143,2.5,3.1662029521099995,1.82841067345,865.924479278,3.34308559078,17.9605967953,13.477327501,1.0,4.33333333333,145.0,8.0,1.0,39.6666666667,17.5,3.3537814507599997,15.544528603800002,5768.29617043,241.632369515,188.141510556,0.934538984176,1.0,0.5,23.0,0.666666666667,0.0,2.0,1.0,11.703243402,1.3136996570100001,399.982685227,1.72580678883,16.8714027053,2.64252336449,0.0,0.0,38.0,1.0,0.0,10.0,4.0,3.12262296509,4.08868492763,1131.0,16.7173444374,0.04,3.4966226634099997,1.0023364486,1.0,0.0,6.0,1.0,0.0,4.0,1.0,1.89379862821,1.22139174998,429.0,1.4917978069100002,27.2709454854,2.79672897196,1.0,1.0,32.0,2.0,1.0,8.0,3.0,4.10958361869,3.01336422999,1197.0,9.08036398258,232.029430223,88.32242990649999,13.0,13.0,5028.0,27.0,1.0,290.0,77.25,13.723164309000001,279.58458438099996,37802.0,78167.5398236,14.0180581565,30.2897196262,1.0,5.75,346.0,12.5,1.0,107.0,40.25,3.24097825192,43.7042989747,12964.0,1910.06574887,8.84129120781,5.3761682243,0.0,1.0,47.0,3.0,0.0,20.0,7.0,2.67893460919,7.22415232759,2301.0,52.1883768522,28.362344341700002,0.317757009346,0.0,0.0,10.0,0.0,0.0,2.0,0.0,4.992427285280001,1.1762531776799998,136.0,1.38357153801,166.782669454,5.98831775701,3.0,2.0,204.0,3.0,1.0,17.0,6.0,11.3467651521,12.2691270729,2563.0,150.531479131,14.6505247107,1.8855140186900001,0.0,0.0,26.0,0.0,0.0,9.0,2.0,3.42545380874,3.677703624630001,807.0,13.5255039506,257.895254484,4.24299065421,2.0,2.0,204.0,3.0,0.0,11.0,4.0,14.8307190702,11.0261270483,1816.0,121.575477686,163.785834276,27.2523364486,1.0,6.0,1134.0,11.0,1.0,91.0,27.25,11.2421351322,69.0684205396,11664.0,4770.44671584,23.6304905891,7.4953271028,0.0,0.0,128.0,2.0,0.0,32.0,9.25,4.06361924623,14.2181885899,3208.0,202.156886778,32.0,0.007025761124119999,47699.0,37802.0,6.6875,428.0,343.0,428.0,2563.0,/home/se-metrics/root/Other_robo_proccessed/SPL_HULKsCodeRelease,Robcup-Other-Leagues,Robot,Robocup
4,17.533744663900002,3.4850299401199996,0.0,0.0,55.0,1.0,0.0,17.0,2.0,4.110750497130001,8.8880970136,582.0,78.9982685232,53.782055539,2.50717832587,1.0,1.0,34.0,1.5,1.0,6.692307692309999,2.75,6.556871037740001,3.3659526616799997,418.698780421,11.3296373206,65.510544503,16.5417901698,1.0,4.0,344.0,9.5,1.0,44.8333333333,17.8461538462,7.280329613989999,32.519304751199996,2762.47895836,1057.5051815,12.7475999049,1.6004654430200003,1.0,1.0,7.538461538460001,1.42857142857,0.0,3.0,2.0,2.63925057651,0.891798676543,267.277728985,0.7953048794840001,5.527469991209999,4.89820359281,0.0,1.0,31.0,3.0,0.0,19.0,7.0,2.16872425416,5.95124238375,818.0,35.417285910100006,0.46,1.2926490452500001,0.443113772455,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.61933946789,0.8184969358319999,74.0,0.669937233966,16.8747484259,5.0119760479,1.0,1.0,55.0,2.0,1.0,17.0,5.5,3.66287368994,7.364018697210001,837.0,54.2287713729,21.6115586204,161.98802395200002,31.0,18.0,2064.0,68.0,1.0,573.0,215.0,3.9443223354000003,258.985136756,27052.0,67073.3010605,113.773920804,53.6526946108,1.0,9.5,1522.0,30.0,1.0,151.0,62.0,9.86970444484,125.641962531,8960.0,15785.902748700002,7.2710329064999994,5.75449101796,0.0,1.0,44.0,3.0,0.0,19.0,8.0,2.42371485539,7.42956246248,961.0,55.198398383999994,113.927687657,0.25748502994000005,0.0,0.0,23.0,0.0,0.0,0.0,0.0,10.2926337259,1.96034196628,43.0,3.84294062477,5.55375503364,10.808383233499999,5.0,4.0,63.0,7.0,1.0,33.0,14.0,2.1171378901900004,10.470805156399999,1805.0,109.63776062299999,21.226888697,2.81437125749,0.0,0.0,44.0,1.0,0.0,10.0,3.0,4.14598962509,5.958311755,470.0,35.5014789698,7.981089958189999,9.82634730539,6.0,4.0,63.0,7.0,1.0,27.0,13.0,2.39711582866,9.38788121388,1641.0,88.1323136859,10.344818139700001,54.377245509,17.0,11.0,491.0,28.0,1.0,195.0,68.0,2.87215779194,73.84815231,9081.0,5453.549599600001,140.23465512299998,27.994011976,0.0,1.0,1595.0,6.0,0.0,99.0,16.0,11.4354080399,127.35669939,4675.0,16219.728879600001,2.0,0.0209941562658,24190.0,27052.0,19.0,167.0,135.0,167.0,1805.0,/home/se-metrics/root/Other_robo_proccessed/Small-Size-League_CMDragons2002-0,Robcup-Other-Leagues,Robot,Robocup
5,107.305225535,1.58968058968,0.0,0.0,90.0,0.0,0.0,9.0,1.0,8.53472296418,5.37624419273,1294.0,28.904001619899997,208.20216508200002,2.06739818677,1.0,1.0,66.0,1.0,1.0,5.75,2.0,12.7156705357,3.5622250695199997,1682.86212403,12.689447445899999,94.2498807612,12.458667978,1.0,2.75694444444,380.0,5.0,1.0,41.5,13.0,8.53980115295,26.6703745961,10141.355734100001,711.308881096,14.6552028018,1.5140314088,1.0,1.0,12.0,1.25,0.0,3.75,2.0,2.90321130361,1.19266153436,1232.42156677,1.42244153553,13.0103024974,1.64373464373,0.0,0.0,21.0,1.0,0.0,7.0,2.0,3.25513190953,2.77102452771,1338.0,7.678576933189999,0.04,0.963830629505,0.371007371007,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.56120812016,0.6745740526189999,302.0,0.455050152467,176.264761262,4.1941031941,1.0,1.0,177.0,2.0,1.0,12.0,4.0,10.902417540899998,9.04242642436,3414.0,81.76547564,40.5460681217,67.4385749386,4.0,6.0,1632.0,15.0,1.0,317.0,54.75,5.56181066686,157.576699647,54895.0,24830.416271500002,28.3005140014,26.6511056511,4.0,4.0,558.0,8.0,1.0,113.0,26.0,4.65872294487,52.7492958162,21694.0,2782.48820911,147.37044597,3.28378378378,0.0,0.0,171.0,1.0,0.0,14.0,3.0,9.9240785784,9.29782248747,2673.0,86.4495030085,118.92360213200001,0.202702702703,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.3146921371,1.52048499014,165.0,2.31187460523,98.8773045595,5.99385749386,1.0,1.0,177.0,3.0,1.0,22.0,6.0,7.9091388092,10.6286397015,4879.0,112.967981903,410.88428978,1.5,0.0,0.0,171.0,0.0,0.0,7.0,1.0,17.904782593900002,7.06789251128,1221.0,49.955104551000005,110.771431334,5.29484029484,1.0,1.0,173.0,3.0,0.0,20.0,5.0,8.4655621218,10.135808329400001,4310.0,102.734610491,38.133024884499996,17.4164619165,1.0,2.0,381.0,6.0,1.0,76.0,17.0,5.21160794231,33.9350696738,14177.0,1151.58895376,138.756800196,8.76781326781,0.0,0.0,588.0,1.0,0.0,29.0,6.0,10.3676556085,33.7206364763,7137.0,1137.08132436,15.0,0.00195532667857,66547.0,54895.0,3.73333333333,814.0,442.0,814.0,4879.0,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2015-release,Robcup-Other-Leagues,Robot,Robocup
6,58.3128005903,2.5398773006099997,1.0,0.0,83.0,1.0,0.0,10.0,2.0,6.61416519472,6.41163055989,1656.0,41.1090064365,60.700794763599994,2.19972389075,1.0,1.0,35.0,1.0,1.0,6.42105263158,2.5,5.69829341395,2.37553790794,1434.21997677,5.64318035207,50.008588917299996,14.0689294195,1.0,3.5,260.0,8.0,1.0,48.111111111099994,18.657142857100002,5.00454716236,18.640167504100003,9172.9419815,347.45584458,25.916466656,1.2153978260299998,1.0,0.6,13.0,1.0,0.0,3.0,1.60625,3.50012559747,1.08299510999,792.439382574,1.1728784082600001,13.478252784,2.3726993865,0.0,0.0,34.0,1.0,0.0,10.0,3.0,2.9781707692,4.00315429568,1547.0,16.025244315,0.09,5.71473307877,0.984662576687,1.0,0.0,6.0,1.0,0.0,3.0,1.0,2.08603138909,1.01285639326,642.0,1.0258780733700001,22.2057533169,2.9432515337400003,1.0,1.0,31.0,2.0,1.0,8.0,4.0,3.7284945439999997,2.84761476352,1919.0,8.1089098414,67.3145503186,109.329754601,1.0,8.0,3473.0,24.0,1.0,495.0,107.25,6.551857002519999,243.118848203,71283.0,59106.7743514,19.9664924083,40.768404908,1.0,6.0,618.0,13.0,1.0,162.0,46.0,3.7741770290400005,68.2876138216,26581.0,4663.19820145,48.2570108741,6.24846625767,2.0,2.0,110.0,4.0,0.0,19.0,7.25,5.59548325034,9.30204447625,4074.0,86.5280314382,114.290951555,0.30981595091999997,0.0,0.0,21.0,0.0,0.0,2.0,0.0,9.449635749239999,1.4713950338,202.0,2.16500334549,28.4594545234,5.90950920245,2.0,2.0,85.0,3.0,1.0,20.0,7.0,4.0801787247400005,7.292828479,3853.0,53.1853472242,38.0314516181,3.2177914110400003,0.0,0.0,65.0,1.0,0.0,12.0,4.0,4.91600594201,5.773911561089999,2098.0,33.338054715300004,14.3510554716,3.5644171779100002,1.0,1.0,40.0,2.0,0.0,12.0,4.0,3.26763058862,4.721148041559999,2324.0,22.2892388303,40.523436675,28.213190184000002,1.0,5.0,591.0,11.0,1.0,121.0,28.0,5.2209864670099995,51.8999002063,18395.0,2693.59964142,34.5550397796,7.720858895710001,0.0,0.0,190.0,1.0,0.0,35.0,8.0,5.05959351068,17.7642522483,5034.0,315.56865794,34.0,0.00390150122982,87258.0,71283.0,6.9411764705899985,652.0,572.0,652.0,3853.0,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Charismatisch_Shirley_02-05-2013,Robcup-Other-Leagues,Robot,Robocup
7,115.69510793799999,1.58990147783,0.0,0.0,93.0,0.0,0.0,9.0,1.0,8.83897716156,5.42843102276,1291.0,29.4678633688,200.910047593,2.08284756809,1.0,1.0,66.0,1.0,1.0,5.833333333330001,2.0,12.434149010699999,3.5956945046699995,1691.27222529,12.9290189709,91.3963017808,12.642904959300001,1.0,2.75,380.0,5.0,1.0,42.0,13.159663865499999,8.378283946369999,26.8762881733,10266.038827,722.334865972,15.0684629938,1.5106784689,1.0,1.0,12.0,1.25,0.0,3.5,2.0,2.94571364101,1.18593390782,1226.67091674,1.40643923372,13.0988973595,1.64532019704,0.0,0.0,21.0,1.0,0.0,7.0,2.0,3.26637435621,2.7746990187400002,1336.0,7.698954644570001,0.04,0.9009486918899999,0.375615763547,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.5422560053100003,0.6776666211839999,305.0,0.459232049468,176.097820535,4.184729064040001,1.0,1.0,177.0,2.0,1.0,12.0,4.0,10.903240248800001,9.05077407024,3398.0,81.9165112705,41.7832601992,66.7253694581,4.0,6.0,1632.0,15.0,1.0,304.0,55.0,5.5855710398300005,153.722866872,54181.0,23630.7197995,24.3303741088,26.666256157600003,4.0,4.0,483.0,7.5,1.0,113.0,26.0,4.40839182623,51.758480132399995,21653.0,2678.94026562,150.563324634,3.24630541872,0.0,0.0,171.0,1.0,0.0,14.0,3.0,9.908888629349999,9.15241129152,2636.0,83.7666324491,116.949543061,0.204433497537,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.2379443091,1.5298364472600001,166.0,2.34039955537,99.5040467913,5.95320197044,1.0,1.0,177.0,3.0,1.0,22.0,6.0,7.947261931030001,10.6216296127,4834.0,112.81901562899999,413.215910359,1.46921182266,0.0,0.0,171.0,0.0,0.0,7.0,1.0,18.0042946597,7.06428385658,1193.0,49.904106406400004,110.811570825,5.26231527094,1.0,1.0,173.0,3.0,0.0,20.0,5.0,8.47562444271,10.1436736188,4273.0,102.894114485,36.0647890179,17.2327586207,1.0,2.0,381.0,6.0,1.0,74.0,17.0,5.06704978361,33.2596000738,13993.0,1106.20099707,143.223056308,8.70935960591,0.0,0.0,588.0,1.0,0.0,30.0,6.0,10.5137111842,33.3991185613,7072.0,1115.50112067,15.0,0.00196042105775,66905.0,54181.0,3.73333333333,812.0,440.0,812.0,4834.0,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2014-release,Robcup-Other-Leagues,Robot,Robocup
8,2.2209103246599997,1.796875,0.0,0.0,11.0,1.0,0.0,8.0,2.25,1.7057907415399998,2.64382891829,115.0,6.98983134921,4.95794376651,4.24842740062,1.0,1.15777972028,23.0,2.3101851851900004,1.0,13.0,5.00909090909,2.11374256565,4.48125548258,271.89935364,20.0816507002,1.91632459607,27.5670836358,1.0,6.0,123.0,15.7142857143,1.0,98.0,35.6172248804,1.5850411505200002,29.7501910042,1764.29335269,885.0738647889999,6.53142447115,1.0850796973299999,1.0,0.5,5.0,1.0,0.0,2.6,1.26157407407,2.1994926245599995,0.9152394772779999,69.44510062890001,0.837663300768,2.20252817837,3.15625,0.0,0.0,17.0,2.0,0.0,11.0,5.25,1.59814527343,3.9809815731400002,202.0,15.8482142857,0.13,8.637237942439999,0.078125,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.21996628249,0.27048970875,5.0,0.0731646825397,8.23536164577,3.59375,2.0,1.0,20.0,2.0,1.0,10.0,4.25,2.67790589654,3.8160843806199995,230.0,14.5625,15.1604562775,239.609375,6.0,47.25,2165.0,129.5,2.0,783.0,245.75,3.37373113013,345.222294025,15335.0,119178.43229200001,0.748566621655,94.21875,1.0,11.25,420.0,42.0,1.0,285.0,177.25,1.2311776628,105.98719131200001,6030.0,11233.2847222,24.4644461827,8.453125,0.0,0.0,96.0,4.0,0.0,29.0,11.0,4.258812435369999,13.946530190899999,541.0,194.505704365,42.6147687796,0.078125,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.27898674046,0.410369075075,5.0,0.168402777778,4.16660878376,10.703125,2.0,3.0,55.0,6.5,1.0,27.0,16.5,1.83344046528,10.815449982899999,685.0,116.973958333,12.193646747999999,4.125,0.0,0.0,38.0,2.0,0.0,16.0,6.0,3.0171008422400005,6.40312423743,264.0,41.0,4.91656748563,9.890625,2.0,2.0,55.0,5.0,1.0,27.0,14.0,2.00421940123,10.7395090005,633.0,115.337053571,12.7054086782,54.1875,11.0,10.75,420.0,34.0,1.0,145.0,75.0,3.12216781491,70.75283941800001,3468.0,5005.96428571,20.2092170847,13.359375,0.0,0.0,171.0,2.0,0.0,50.0,12.5,4.3155316486199995,29.5120998524,855.0,870.9640376980001,2.0,0.0285218253968,15330.0,15335.0,11.0,64.0,47.0,64.0,685.0,/home/se-metrics/root/Other_robo_proccessed/Humanoid_HROS5-Framework,Robcup-Other-Leagues,Robot,Robocup
10,3.6688988048000004,1.5528455284600002,0.0,0.0,11.0,1.0,0.0,7.0,2.0,1.9271477433900002,2.20730253014,191.0,4.87218445955,9.53153728137,3.2672122286299996,1.0,1.0,23.0,1.75,1.0,12.666666666700001,3.29166666667,2.9941317101599996,4.12118802876,401.867104121,16.984190768399998,14.955463101500001,21.9759227468,1.0,5.55,224.0,9.29411764706,1.0,95.8,25.1666666667,3.4812865487699995,33.4962703798,2703.03849786,1122.00012936,3.91676997209,1.0644311628,1.0,0.5,5.0,0.916666666667,0.0,2.9375,1.36666666667,1.6982135426499998,0.9019225753229999,130.925033024,0.813464331876,4.934512084750001,2.29268292683,0.0,0.0,17.0,1.0,0.0,9.0,3.0,2.10111854438,3.2611264957999997,282.0,10.6349460216,0.05,9.43961404623,0.13008130081299998,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.06956941639,0.383242199529,16.0,0.1468745835,9.65081688998,3.3739837398400003,1.0,1.0,20.0,2.0,1.0,9.0,4.0,2.67754462842,3.1865454185799997,415.0,10.1540717047,20.6624836018,172.951219512,1.0,21.5,2165.0,78.0,1.0,653.0,205.0,3.8826228893800003,284.872242106,21273.0,81152.1943223,3.73026390393,67.9756097561,1.0,7.0,453.0,24.0,1.0,281.0,74.0,2.02233392829,96.9914195474,8361.0,9407.33546581,39.0918146057,6.20325203252,0.0,1.0,96.0,3.0,0.0,21.0,8.0,5.2180721840199995,10.800697723099999,763.0,116.655071305,26.208559278800003,0.113821138211,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0515900455,0.49923305166799997,14.0,0.249233639877,6.5186055637099996,8.84552845528,2.0,3.0,55.0,5.0,1.0,25.0,12.0,2.15505112582,8.95712237925,1088.0,80.2300413168,15.602836664000002,3.25203252033,0.0,0.0,38.0,1.0,0.0,13.0,4.0,3.30412410503,5.31868573673,400.0,28.288417966100003,9.22963217912,7.5203252032500005,2.0,2.0,55.0,4.0,1.0,24.0,9.0,2.64537079842,8.63499323046,925.0,74.5631080901,20.5375543297,37.9593495935,1.0,6.5,420.0,17.0,1.0,134.0,50.5,3.85285728364,56.4146531328,4669.0,3182.6130881,36.1822320701,9.146341463410002,0.0,0.0,171.0,2.0,0.0,30.0,9.0,5.59090470513,22.3422275064,1125.0,499.175129948,5.0,0.0127282420365,23102.0,21273.0,7.8,123.0,93.0,123.0,1088.0,/home/se-metrics/root/Other_robo_proccessed/Humanoid_BIU,Robcup-Other-Leagues,Robot,Robocup
